RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1927,18688144,Customer,570,Germany,Male,56,3,132775.99,1,0,0,45815.86,1
1928,18656053,Customer,650,France,Male,60,0,0.0,2,0,1,83466.54,0
1929,15956060,Customer,434,Germany,Male,41,0,164007.62,2,0,1,184208.43,0
1930,14705665,Customer,472,France,Male,26,5,148678.49,2,0,0,175321.07,1
1931,12455474,Customer,544,Germany,Female,74,7,72632.72,2,0,1,134353.48,1
1932,19693451,Customer,451,Germany,Female,59,9,61749.77,2,0,1,63956.85,0
1933,14002852,Customer,632,Germany,Male,28,1,0.0,3,0,0,80924.72,1
1934,11350581,Customer,724,Germany,Male,52,10,128121.98,2,0,1,134117.58,0
1935,12612151,Customer,352,Germany,Male,46,3,199481.33,2,1,0,116489.78,0
1936,16999359,Customer,662,Spain,Male,25,2,75989.5,2,0,1,116519.19,0
1937,14682309,Customer,798,France,Female,34,8,100855.66,1,0,1,90440.48,0
1938,13675711,Customer,843,Spain,Male,24,2,85823.83,1,0,0,27143.82,0
1939,16078029,Customer,596,France,Male,29,10,0.0,1,1,1,33094.04,0
1940,17361914,Customer,497,France,Male,65,7,141774.21,1,1,0,168711.07,1
1941,19575322,Customer,548,France,Male,32,6,139367.78,2,0,1,177983.56,0
1942,16573155,Customer,470,France,Male,70,0,90335.58,2,0,0,179802.8,1
1943,16247852,Customer,518,Spain,Male,46,7,150608.82,2,0,0,100171.15,0
1944,14145616,Customer,350,Germany,Female,62,8,154011.17,2,1,1,187747.68,1
1945,16629830,Customer,679,Spain,Female,67,7,0.0,2,0,0,169166.35,1
1946,15099888,Customer,458,Germany,Female,67,9,113090.43,2,0,1,82990.47,0
1947,11894314,Customer,809,France,Male,41,9,19484.15,2,1,1,52372.84,0
1948,11525873,Customer,737,France,Male,54,0,0.0,1,1,0,148427.4,0
1949,16868426,Customer,676,France,Female,31,10,178175.0,3,0,0,147807.78,1
1950,13805654,Customer,359,France,Female,28,10,53831.79,2,1,0,179134.01,1
1951,12908956,Customer,819,France,Female,52,6,0.0,2,1,0,19588.75,0
1952,19150400,Customer,476,France,Male,34,8,146607.57,2,0,0,76988.14,0
1953,10840317,Customer,822,Germany,Male,72,4,59380.24,1,1,1,16624.72,0
1954,17389531,Customer,506,Germany,Female,44,1,40737.82,1,0,1,49969.99,1
1955,18803874,Customer,580,Spain,Female,61,7,61350.36,1,0,0,85925.14,0
1956,10732336,Customer,364,Spain,Female,20,8,189771.52,2,0,0,33383.31,0
1957,16157491,Customer,624,Germany,Female,72,6,62627.97,2,0,1,166234.38,1
1958,13825023,Customer,836,France,Female,19,4,0.0,1,1,1,48547.47,0
1959,11403603,Customer,791,Germany,Male,21,7,136454.13,1,1,1,88154.25,0
1960,16701522,Customer,715,Spain,Female,35,5,136711.39,2,0,0,162319.13,1
1961,17706303,Customer,786,France,Female,37,3,0.0,2,1,0,32177.89,0
1962,17124561,Customer,395,France,Female,38,0,218681.78,1,1,0,127727.85,0
1963,17162496,Customer,623,Spain,Male,31,5,0.0,2,1,1,188697.49,0
1964,12583647,Customer,455,France,Male,25,7,16322.64,2,0,1,96314.68,0
1965,14460711,Customer,352,Germany,Female,19,2,0.0,2,1,0,55624.65,1
1966,17745436,Customer,675,Germany,Male,43,6,237166.86,1,1,0,189208.17,1
1967,11935748,Customer,602,France,Female,36,6,33671.92,2,1,0,20295.1,0
1968,19762979,Customer,371,France,Male,59,8,208837.94,2,0,1,69203.54,0
1969,11247128,Customer,404,France,Male,45,0,135101.7,2,1,1,165293.72,0
1970,12512890,Customer,723,France,Female,46,4,28503.08,2,1,0,39247.93,0
1971,11154757,Customer,797,France,Male,22,7,229875.93,1,0,0,25975.93,0
1972,10411515,Customer,646,Spain,Male,60,2,232026.25,1,1,1,97021.28,0
1973,19718220,Customer,459,France,Male,45,4,0.0,3,1,1,73036.57,0
1974,11081936,Customer,722,Germany,Female,58,0,97215.01,2,0,0,161460.27,1
1975,12336806,Customer,572,France,Male,65,8,0.0,2,1,1,74057.49,0
1976,19218507,Customer,818,Spain,Female,43,3,156940.03,2,0,1,137266.77,0
1977,13625987,Customer,597,France,Male,22,4,155534.56,2,0,0,116436.92,1
1978,15215746,Customer,485,France,Female,32,2,0.0,2,1,1,123428.67,0
1979,12646970,Customer,670,Spain,Male,63,1,16786.11,1,1,0,107116.91,1
1980,12486424,Customer,736,Spain,Male,26,6,0.0,2,0,1,35737.54,0
1981,18213405,Customer,762,France,Male,49,10,0.0,2,0,1,21786.44,0
1982,13053040,Customer,595,Spain,Male,69,4,87423.05,2,1,0,113340.7,1
1983,14335241,Customer,419,France,Male,43,10,159507.62,1,1,0,133390.52,1
1984,16538888,Customer,830,France,Male,54,9,0.0,1,1,0,147812.42,0
1985,16080195,Customer,367,France,Male,32,2,135257.31,1,0,0,147206.73,0
1986,14918788,Customer,839,France,Female,58,1,46334.88,1,1,0,150659.24,0
1987,18670223,Customer,846,Germany,Male,21,9,0.0,2,0,0,13861.18,0
1988,16058753,Customer,535,France,Male,70,5,233874.76,1,0,0,52464.6,1
1989,13757018,Customer,466,France,Female,70,9,223924.85,1,1,0,148622.33,1
1990,19584932,Customer,606,Germany,Female,53,5,238275.98,1,0,0,33480.54,0
1991,13174116,Customer,627,Spain,Male,37,2,0.0,2,0,1,45450.35,0
1992,11185334,Customer,444,France,Male,44,8,125325.05,3,1,0,135324.41,1
1993,16277244,Customer,756,Germany,Female,38,0,212228.71,2,0,1,163553.83,1
1994,13100631,Customer,741,France,Male,39,2,19916.22,1,0,0,40871.5,0
1995,10416793,Customer,762,Spain,Female,24,0,244612.36,2,0,1,114657.23,0
1996,11717503,Customer,777,Germany,Male,64,6,0.0,1,1,0,44455.42,0
1997,19609535,Customer,464,Spain,Female,71,1,0.0,2,0,0,49632.21,1
1998,11279879,Customer,843,France,Male,48,10,182117.48,1,1,0,101575.26,0
1999,15443191,Customer,411,France,Female,34,10,0.0,1,0,0,138036.0,0
2000,17466964,Customer,624,France,Male,67,3,222881.29,1,0,1,119095.78,0
2001,10884792,Customer,664,France,Female,24,3,0.0,2,1,1,27560.36,0
2002,16039373,Customer,846,France,Male,36,7,133077.04,1,0,1,64256.6,0
2003,18216651,Customer,473,Spain,Male,45,10,0.0,1,1,1,188251.42,0
2004,12252559,Customer,429,France,Female,27,3,176032.21,1,1,0,129252.1,0
2005,19614434,Customer,496,France,Male,44,2,98778.79,2,0,1,135043.4,0
2006,18677264,Customer,834,Spain,Female,30,9,223215.06,1,1,1,50117.63,0
2007,19068710,Customer,371,France,Male,19,2,122607.53,1,1,0,192064.52,1
2008,11904087,Customer,432,Spain,Female,39,4,134002.03,1,0,1,49237.04,0
2009,19733081,Customer,673,France,Male,37,5,0.0,2,1,0,57720.75,0
2010,17987990,Customer,354,France,Female,60,6,0.0,1,0,0,106918.36,1
2011,19582527,Customer,610,France,Female,22,4,127600.38,2,0,0,104234.79,0
2012,11513352,Customer,758,France,Male,23,6,0.0,1,0,0,16199.29,0
2013,16253807,Customer,629,Spain,Female,52,3,0.0,2,0,1,151318.03,0
2014,13366372,Customer,478,France,Female,18,4,0.0,1,1,1,28326.27,0
2015,19926207,Customer,463,Germany,Male,52,5,130446.58,3,0,1,20266.71,1
2016,19999911,Customer,633,France,Female,20,8,191157.7,1,1,0,106360.74,0
2017,10047065,Customer,396,France,Male,71,5,0.0,1,0,1,19167.09,1
2018,10422795,Customer,690,Spain,Female,53,9,0.0,2,0,0,48128.21,0
2019,15581851,Customer,537,France,Male,24,10,45569.25,2,0,1,84280.18,0
2020,19253271,Customer,368,Germany,Male,46,0,173495.64,1,0,1,124592.2,0
2021,17717526,Customer,436,Spain,Male,32,10,203966.96,1,0,0,158721.84,0
2022,17978849,Customer,491,Germany,Female,28,6,228015.99,1,1,1,65014.68,1
2023,15918553,Customer,600,Spain,Female,35,10,132137.87,1,0,1,99524.7,0
2024,13087153,Customer,675,France,Female,61,10,90776.59,2,1,1,191275.69,0
2025,17627708,Customer,829,France,Male,21,2,238840.31,2,0,1,84140.79,0
2026,19476738,Customer,719,France,Male,41,5,197867.78,2,1,0,144833.05,0
2027,17606118,Customer,829,Germany,Female,28,1,0.0,2,1,1,61559.06,1
2028,10515873,Customer,357,Spain,Female,23,6,162791.51,2,0,0,128410.7,0
2029,17968085,Customer,386,France,Male,68,0,69644.22,2,1,0,162898.74,1
2030,14074074,Customer,435,Germany,Male,35,1,153710.47,1,1,0,183702.68,0
2031,18014636,Customer,421,France,Male,32,8,0.0,2,1,1,188128.89,0
2032,19279335,Customer,730,Germany,Male,20,8,9806.33,1,0,0,67386.32,0
2033,16350043,Customer,835,France,Female,34,6,216436.96,1,1,1,48167.38,1
2034,14908439,Customer,615,Spain,Male,50,1,122548.06,3,0,1,164667.37,1
2035,11461587,Customer,416,Germany,Female,51,4,0.0,2,0,1,129627.01,1
2036,13963482,Customer,490,France,Male,47,3,70857.47,1,0,1,88749.46,0
2037,18954892,Customer,644,France,Male,36,1,49096.9,1,0,0,16892.11,0
2038,14085436,Customer,413,France,Female,26,1,72842.96,1,1,0,68466.27,0
2039,13037673,Customer,379,France,Female,57,9,0.0,1,0,0,31155.41,0
2040,13093770,Customer,737,France,Male,61,7,24412.31,2,1,1,103472.64,1
2041,15400603,Customer,394,Spain,Female,48,4,83216.09,3,0,0,167205.87,1
2042,18983376,Customer,483,Germany,Male,44,7,244685.08,1,0,1,69393.01,1
2043,15940032,Customer,365,Germany,Female,64,1,0.0,1,0,1,77942.95,0
2044,19785593,Customer,627,France,Male,42,1,241663.75,2,1,1,158805.53,0
2045,16704875,Customer,568,Spain,Female,72,10,26202.69,1,1,0,96655.16,1
2046,12961466,Customer,626,Germany,Male,24,10,198496.29,1,0,0,136955.67,0
2047,18785265,Customer,570,France,Male,70,2,109934.54,2,0,0,45838.77,1
2048,17049826,Customer,542,Germany,Female,65,10,48704.23,1,1,1,57678.88,0
2049,19520397,Customer,507,Germany,Female,24,9,0.0,4,1,1,130647.0,0
2050,11917986,Customer,373,France,Male,37,7,1745.2,1,1,1,31269.52,0
2051,15571074,Customer,669,France,Male,70,7,86785.05,1,0,0,43301.15,0
2052,18394431,Customer,490,France,Male,61,2,151214.33,2,1,1,70346.98,1
2053,16347614,Customer,571,France,Female,66,0,0.0,1,1,1,44287.37,0
2054,12696688,Customer,375,Spain,Female,60,6,83133.35,2,0,0,195335.54,0
2055,17175206,Customer,447,Spain,Female,53,3,0.0,1,1,1,58665.36,0
2056,11366239,Customer,625,Germany,Male,36,2,213303.08,2,0,0,191373.15,0
2057,14145090,Customer,410,France,Female,19,4,0.0,2,0,1,170811.67,0
2058,13437400,Customer,729,France,Male,51,5,0.0,1,1,0,73196.88,0
2059,16524508,Customer,592,Germany,Male,73,0,49773.5,1,1,0,114272.4,1
2060,15565588,Customer,739,Germany,Female,34,8,68791.72,1,1,0,74213.4,0
2061,18678287,Customer,776,France,Female,41,5,57366.62,1,0,0,143589.95,0
2062,16734556,Customer,782,Germany,Female,26,2,125826.68,2,0,1,78790.1,0
2063,14310587,Customer,358,Spain,Female,71,0,226304.54,2,0,0,98601.95,1
2064,18378946,Customer,733,France,Female,18,8,0.0,2,1,1,146581.05,0
2065,11281790,Customer,706,France,Female,59,1,0.0,3,1,0,89123.86,1
2066,18824380,Customer,770,Spain,Male,45,9,165982.37,2,0,0,140977.06,1
2067,19511109,Customer,621,France,Male,72,5,45948.54,1,1,1,80343.02,0
2068,18707584,Customer,609,France,Female,32,5,38498.03,2,0,1,85879.57,0
2069,13572510,Customer,381,France,Female,38,2,38840.68,2,0,1,71059.58,0
2070,19503688,Customer,689,France,Male,32,10,220495.99,1,0,0,197992.3,0
2071,19490718,Customer,442,Spain,Male,74,5,0.0,1,1,1,105931.36,0
2072,19522037,Customer,828,Germany,Male,40,1,84092.19,2,0,1,52180.0,0
2073,18705293,Customer,477,France,Male,70,7,225640.3,1,1,0,117756.35,1
2074,12887127,Customer,586,Spain,Female,19,0,238386.43,2,1,0,99113.23,0
2075,18671042,Customer,366,Spain,Male,63,5,99568.45,1,0,0,157988.51,1
2076,15731064,Customer,390,Spain,Female,53,0,127611.89,1,1,1,187796.18,1
2077,11767207,Customer,822,France,Male,67,8,0.0,1,0,0,31039.67,0
2078,12352904,Customer,650,France,Female,26,8,0.0,2,1,1,196429.2,0
2079,14972844,Customer,621,Spain,Male,19,5,195002.47,1,1,1,41332.71,0
2080,18284950,Customer,625,Spain,Female,19,5,162265.67,1,0,0,61928.15,0
2081,12734741,Customer,391,France,Female,35,8,0.0,1,0,0,157319.58,1
2082,14864927,Customer,615,France,Female,34,4,0.0,3,1,0,39535.79,1
2083,14073733,Customer,401,France,Male,58,8,0.0,1,0,1,165324.58,0
2084,12632839,Customer,537,Spain,Male,25,4,0.0,1,1,1,137963.03,0
2085,15818274,Customer,781,Germany,Male,51,3,0.0,1,1,1,163005.32,0
2086,12760526,Customer,500,France,Male,51,1,0.0,1,1,0,117052.03,0
2087,18903664,Customer,593,France,Female,22,1,0.0,2,0,1,196987.6,0
2088,10740885,Customer,638,Germany,Female,61,0,136583.09,1,1,1,122658.09,0
2089,13064621,Customer,840,Spain,Female,46,9,60119.57,2,0,0,85153.5,1
2090,18018526,Customer,476,France,Female,45,2,34969.82,2,0,0,193624.28,1
2091,18166920,Customer,554,Spain,Male,33,0,221183.57,1,0,1,23990.92,0
2092,16094338,Customer,758,Spain,Male,31,5,0.0,1,1,0,107782.46,0
2093,16010047,Customer,655,France,Male,69,10,21419.05,1,0,0,130095.97,1
2094,11899013,Customer,706,Germany,Female,19,6,154985.47,1,1,0,75629.36,1
2095,12108769,Customer,449,France,Female,73,8,0.0,1,1,1,27482.3,1
2096,15474266,Customer,693,Spain,Male,57,6,164150.0,2,0,1,87908.06,0
2097,17653624,Customer,803,Germany,Male,21,3,122274.51,2,1,1,164010.18,0
2098,13495963,Customer,428,Germany,Female,69,3,0.0,1,0,0,118519.73,1
2099,10869591,Customer,532,Spain,Female,58,7,0.0,1,0,0,153997.08,0
2100,11989099,Customer,447,France,Female,69,3,17662.72,2,0,0,146358.23,1
2101,13711381,Customer,417,Spain,Male,48,0,0.0,2,1,0,64445.96,1
2102,17832673,Customer,683,Germany,Male,43,8,189561.31,2,0,1,58168.94,1
2103,15380506,Customer,737,France,Female,44,2,172414.95,2,0,0,160288.49,1
2104,11663348,Customer,377,Germany,Female,74,0,148213.26,2,0,0,42330.97,1
2105,16863003,Customer,378,Spain,Male,68,8,52732.04,1,0,1,117410.99,0
2106,14445131,Customer,687,France,Female,51,10,215447.15,2,1,0,191720.07,0
2107,13051665,Customer,471,Spain,Female,48,10,0.0,2,1,0,109840.78,1
2108,17574241,Customer,561,Spain,Male,65,9,173549.64,1,1,1,163273.27,1
2109,12240901,Customer,525,France,Male,28,9,55957.77,1,1,1,58666.21,1
2110,15316379,Customer,454,Spain,Male,25,4,65372.75,1,1,0,21024.46,0
2111,19277248,Customer,829,France,Male,29,8,226887.39,2,1,0,76168.59,0
2112,13164817,Customer,421,France,Female,52,2,119018.39,1,0,0,119235.23,0
2113,16454607,Customer,840,France,Male,62,5,138460.62,2,1,0,131585.79,1
2114,14689328,Customer,459,Spain,Female,51,10,0.0,1,0,0,111873.48,1
2115,15069008,Customer,462,Germany,Female,30,10,0.0,2,1,1,92254.79,0
2116,17185815,Customer,746,France,Male,44,6,221759.01,2,0,1,197225.32,0
2117,19189064,Customer,581,France,Male,25,4,0.0,2,1,0,140815.72,0
2118,10105679,Customer,843,Germany,Female,64,7,0.0,2,1,1,191224.43,1
2119,10097673,Customer,392,France,Female,73,9,136409.42,1,0,0,43548.07,1
2120,19247118,Customer,614,Spain,Female,38,5,232705.56,2,0,1,199913.45,0
2121,15075772,Customer,645,Spain,Male,58,5,217960.25,1,1,1,143570.93,1
2122,15320594,Customer,395,Germany,Male,28,6,0.0,1,0,1,194669.79,1
2123,10788412,Customer,844,Spain,Female,39,7,220451.81,1,0,0,125138.49,0
2124,19884114,Customer,407,France,Female,38,1,0.0,2,1,1,39261.33,0
2125,17899627,Customer,574,Spain,Male,45,6,131372.49,2,1,1,76134.66,0
2126,14392893,Customer,789,Germany,Female,20,8,106003.15,1,0,1,20069.7,0
2127,16587075,Customer,489,Germany,Male,24,0,185016.75,1,0,0,38775.53,0
2128,10992081,Customer,450,France,Female,31,0,0.0,2,1,1,199696.34,0
2129,10542710,Customer,630,Spain,Female,32,6,0.0,2,0,1,184009.53,0
2130,19058677,Customer,587,France,Male,26,4,34150.05,2,0,1,181344.11,0
2131,13980159,Customer,438,France,Female,69,0,0.0,1,1,0,10386.52,1
2132,14582241,Customer,595,France,Male,60,0,167638.46,1,0,0,95603.32,1
2133,16098257,Customer,749,Germany,Male,24,1,0.0,2,1,1,158582.7,0
2134,12695631,Customer,528,Germany,Male,29,10,0.0,2,1,0,53056.28,0
2135,12031568,Customer,729,Germany,Male,36,9,0.0,1,1,0,89814.48,0
2136,15107730,Customer,813,Spain,Male,44,8,236878.63,1,1,1,48933.66,0
2137,12926323,Customer,580,France,Female,35,2,0.0,2,1,1,141608.08,0
2138,16517059,Customer,448,Germany,Female,30,8,133357.39,2,0,1,143765.51,1
2139,16207533,Customer,564,France,Male,60,5,207882.01,1,0,0,63716.85,0
2140,16038701,Customer,549,Spain,Female,18,9,233935.45,1,0,1,100685.58,0
2141,11079256,Customer,850,Spain,Female,55,5,97465.36,2,1,1,95824.35,0
2142,19396619,Customer,605,Germany,Female,38,6,88265.13,1,1,0,157816.03,1
2143,19168149,Customer,786,Germany,Female,51,9,112711.16,1,0,0,138282.74,1
2144,10795712,Customer,843,France,Male,30,10,63451.18,2,1,0,22962.06,0
2145,18818460,Customer,785,France,Male,62,7,214916.08,1,1,0,38702.3,0
2146,18134596,Customer,544,Spain,Female,68,10,0.0,1,0,0,169593.54,0
2147,19874901,Customer,729,France,Male,58,2,0.0,1,1,0,193455.14,0
2148,13760053,Customer,373,France,Male,68,7,79990.82,2,0,0,130912.61,1
2149,14870885,Customer,712,France,Male,40,5,29730.26,1,1,0,79306.4,0
2150,16515320,Customer,819,Spain,Male,18,5,151661.85,2,1,1,52005.63,1
2151,12647404,Customer,619,France,Male,40,10,146902.63,2,0,0,151276.18,0
2152,11142541,Customer,627,France,Male,74,2,73725.04,2,1,1,131295.79,0
2153,18294976,Customer,575,Germany,Male,45,5,7849.54,2,1,1,182690.71,0
2154,16721153,Customer,577,Spain,Female,49,10,234186.66,1,1,1,181595.07,0
2155,17490940,Customer,477,France,Female,25,7,88886.81,2,0,1,68365.02,0
2156,18504132,Customer,380,France,Male,72,6,0.0,2,1,0,162554.66,1
2157,10580578,Customer,690,France,Male,43,9,0.0,1,1,1,58183.12,0
2158,14455583,Customer,600,France,Male,31,9,62792.02,1,1,0,158578.47,0
2159,18820282,Customer,407,France,Male,41,6,108813.19,1,0,1,41940.19,0
2160,18493598,Customer,674,Germany,Male,65,2,140561.1,1,1,1,76063.72,0
2161,19980027,Customer,496,Germany,Male,46,9,213503.54,1,1,1,26329.28,0
2162,13397009,Customer,455,Germany,Female,21,2,72603.32,1,1,1,66197.16,1
2163,15959211,Customer,786,France,Female,35,4,217945.19,1,1,0,70449.45,1
2164,10388666,Customer,434,Spain,Male,31,4,0.0,1,1,1,137048.66,0
2165,11621693,Customer,351,France,Male,44,8,108169.22,1,0,0,145898.46,1
2166,13381508,Customer,786,Spain,Female,58,8,0.0,2,0,1,121727.08,0
2167,18822035,Customer,800,Germany,Female,64,9,221544.53,1,1,0,156315.67,1
2168,10710697,Customer,652,France,Female,20,4,62754.29,2,0,0,95798.82,0
2169,11230460,Customer,720,Germany,Female,47,4,0.0,1,0,0,129303.66,0
2170,12430632,Customer,402,France,Male,53,5,22275.87,2,1,1,78259.1,0
2171,15839603,Customer,790,Germany,Male,40,7,238832.01,1,1,0,109052.3,1
2172,18582225,Customer,571,France,Female,35,5,125753.94,3,0,1,36802.2,0
2173,15552990,Customer,831,France,Male,63,10,249726.3,2,1,0,126087.99,1
2174,13841334,Customer,374,Spain,Female,64,5,151983.49,1,1,0,48939.37,1
2175,10248462,Customer,384,France,Female,57,8,29400.52,1,0,1,97564.46,0
2176,15520895,Customer,506,Spain,Female,27,0,15222.92,2,0,1,136435.77,0
2177,17177322,Customer,809,France,Male,73,3,48354.71,1,0,1,91289.25,1
2178,13197216,Customer,692,Germany,Female,29,9,105287.23,1,0,0,52399.57,1
2179,16343375,Customer,825,Germany,Male,70,9,186797.41,1,1,0,136577.06,1
2180,12445258,Customer,715,Germany,Male,58,1,0.0,1,0,0,171981.34,0
2181,14250241,Customer,494,France,Male,25,8,0.0,1,0,1,105075.91,0
2182,10153548,Customer,685,France,Female,49,2,0.0,2,0,0,115953.25,1
2183,17982786,Customer,782,France,Female,34,9,74470.84,2,1,1,84264.53,0
2184,12740307,Customer,789,France,Male,58,10,0.0,1,0,0,120807.46,0
2185,17454209,Customer,806,Germany,Male,62,1,75190.89,2,1,0,104107.93,1
2186,12337407,Customer,736,Spain,Female,31,7,238295.73,2,1,1,151849.74,0
2187,10616000,Customer,627,Spain,Female,54,3,16458.29,1,1,0,55649.75,0
2188,14514334,Customer,828,Spain,Female,26,10,226877.81,1,0,1,102381.72,0
2189,17183972,Customer,747,Spain,Male,74,1,0.0,2,1,0,70083.31,1
2190,10130964,Customer,736,Germany,Male,43,3,61636.66,2,1,1,27940.43,1
2191,14082228,Customer,643,France,Female,65,6,220817.13,2,0,1,83435.41,0
2192,19402859,Customer,692,Spain,Male,68,6,0.0,1,1,1,191100.56,0
2193,15839130,Customer,626,Germany,Female,41,0,246870.88,2,1,0,97492.84,1
2194,16691795,Customer,528,Germany,Female,40,0,137021.93,1,1,1,113668.3,1
2195,19751847,Customer,629,France,Male,48,2,0.0,2,1,0,151025.1,1
2196,15453243,Customer,701,France,Male,56,1,0.0,1,1,1,197111.54,0
2197,18465008,Customer,650,France,Female,61,2,56691.72,2,1,0,88237.25,0
2198,19538851,Customer,546,Spain,Male,19,3,0.0,2,1,1,108358.33,0
2199,10695462,Customer,574,Germany,Male,67,6,0.0,1,1,1,194017.38,1
2200,10643328,Customer,777,France,Female,35,1,188741.93,1,1,0,91468.94,0
2201,11681001,Customer,396,Spain,Male,33,6,145508.57,1,0,1,160162.97,0
2202,10587897,Customer,534,France,Female,46,4,154662.12,2,1,0,94328.46,1
2203,12522608,Customer,752,France,Male,28,7,38730.35,2,0,1,53251.64,0
2204,19740779,Customer,511,France,Female,19,7,37915.66,2,1,0,187902.5,0
2205,13261590,Customer,480,Germany,Male,31,4,99289.25,2,0,0,145290.26,1
2206,12075891,Customer,644,Spain,Male,21,9,86597.31,3,0,0,174072.06,0
2207,17348028,Customer,441,France,Female,56,7,178015.11,2,0,1,32056.43,1
2208,12171220,Customer,424,Spain,Female,51,8,180690.09,1,0,0,143931.85,1
2209,14781602,Customer,793,France,Male,70,6,140948.01,2,1,0,131676.82,0
2210,17283898,Customer,487,Spain,Male,63,5,0.0,1,0,1,101954.72,0
2211,11937509,Customer,517,Spain,Female,56,6,169202.4,1,0,1,36998.25,1
2212,19886131,Customer,607,Spain,Male,26,6,171836.39,1,0,0,88808.19,0
2213,14252846,Customer,587,France,Female,57,2,202275.49,2,1,0,127360.49,1
2214,12665520,Customer,394,Spain,Female,58,5,202932.55,1,0,1,138719.76,0
2215,12898817,Customer,836,Germany,Female,24,5,0.0,1,0,0,32226.4,0
2216,16955407,Customer,760,France,Male,68,10,0.0,1,0,1,94326.75,0
2217,13829015,Customer,658,Spain,Male,34,8,0.0,1,1,1,90848.51,0
2218,11365727,Customer,486,France,Female,40,0,0.0,2,1,0,159386.45,0
2219,15801227,Customer,452,Spain,Male,62,6,0.0,2,1,1,17829.65,0
2220,17774785,Customer,478,France,Male,28,0,122201.44,2,1,1,159242.99,0
2221,10494651,Customer,510,Germany,Male,39,9,138443.06,1,1,0,158869.51,1
2222,18974174,Customer,387,Germany,Male,35,3,31803.53,1,0,0,142447.77,1
2223,12138844,Customer,406,France,Male,66,6,0.0,2,0,1,180953.17,0
2224,12498908,Customer,510,France,Male,45,5,137886.81,2,1,1,98382.05,0
2225,17153353,Customer,525,France,Female,33,5,188606.36,1,1,1,28257.18,0
2226,10147763,Customer,608,France,Male,59,4,158538.3,1,0,0,72985.05,1
